VDD18
0;EN-Z346;18.05.2018;09:51:25;94;VDD18;Deutschland;Spur3;3;Nordrhein-Westfalen;-;Ennepe-Ruhr-Kreis, Kreis, Sitz: Schwelm;-;-;
1;RP-H293;18.05.2018;09:52:02;92;VDD18;Deutschland;Spur3;3;Rheinland-Pfalz;-;Rhein-Pfalz-Kreis, Kreis, Sitz: Ludwigshafen/Rhein;-;-;
2;MA-FB464;18.05.2018;09:52:03;94;VDD18;Deutschland;Spur3;3;Baden-Württemberg;-;Mannheim, Stadt;-;-;
3;HS-MT28;18.05.2018;09:52:05;96;VDD18;Deutschland;Spur3;3;Nordrhein-Westfalen;-;Heinsberg, Kreis;-;-;
4;KA-AS2486;18.05.2018;09:52:11;94;VDD18;Deutschland;Spur3;3;Baden-Württemberg;-;Karlsruhe, Stadt und Kreis;-;-;
5;8B7C165433B5C3BAE60DA59E16AB898F;18.05.2018;09:53:39;90;VDD18;-;Spur3;3;-;-;-;-;-;
6;33911BACF98E95AE432FEFDF9BAF8E8F;18.05.2018;09:53:49;92;VDD18;-;Spur3;3;-;-;-;-;-;
7;C05475F3DBF80B233DF78EF14A27A6B2;18.05.2018;09:53:56;95;VDD18;-;Spur3;3;-;-;-;-;-;
8;09F52B6E593C6FEA97A80C4EACD3875B;18.05.2018;09:54:14;96;VDD18;-;Spur3;3;-;-;-;-;-;
9;854BDC6D211A16C987F37CF3F96B046E;18.05.2018;09:54:17;88;VDD18;-;Spur3;3;-;-;-;-;-;
10;F43990876EB6C015E7F8298B0DFBDA5B;18.05.2018;09:54:21;94;VDD18;-;Spur3;3;-;-;-;-;-;
11;27A06EADCF7675213DA65CAB127B52A4;18.05.2018;09:54:40;96;VDD18;-;Spur3;3;-;-;-;-;-;
12;00B8744FA694BEF57E92A3DAADAF40B0;18.05.2018;09:54:40;97;VDD18;-;Spur3;3;-;-;-;-;-;
13;3218C09490B1D2B78EAC1CE9F5C6C589;18.05.2018;09:55:03;72;VDD18;-;Spur3;3;-;-;-;-;-;
14;E8F159B4A8F89B66AFA1D121A30C6C78;18.05.2018;09:55:14;97;VDD18;-;Spur3;3;-;-;-;-;-;
15;EA68A47DF114C152AFE113D779F0223F;18.05.2018;09:55:25;79;VDD18;-;Spur3;3;-;-;-;-;-;
16;68B3772478E69B0CEE4A7FF05D46A9AD;18.05.2018;09:55:26;96;VDD18;-;Spur3;3;-;-;-;-;-;
17;5AD98DC4EE135C85949520DF2E92E810;18.05.2018;09:55:27;93;VDD18;-;Spur3;3;-;-;-;-;-;
18;4BF45F0B5B97A869317A4A0DDD1983AE;18.05.2018;09:55:30;95;VDD18;-;Spur3;3;-;-;-;-;-;
19;FF0395D4FC5BE09F6A9D9DE27F4014FA;18.05.2018;09:55:41;97;VDD18;-;Spur3;3;-;-;-;-;-;
20;4216B1083EF09063F0A8C1FD12E50EF6;18.05.2018;09:55:56;95;VDD18;-;Spur3;3;-;-;-;-;-;
21;1FBF5C33FED51E323726897CAF78EB96;18.05.2018;09:56:03;95;VDD18;-;Spur3;3;-;-;-;-;-;
22;075A80D81AB771CA6FF97F21EB2BE907;18.05.2018;09:56:18;93;VDD18;-;Spur3;3;-;-;-;-;-;
